0,1
40.6663149325969,-73.88411070800329
40.665517963059635,-73.88940491730106
40.66471445143568,-73.89488591154061
40.66358900181724,-73.90244864183562
40.66261748815223,-73.90895833584449
40.6615297898075,-73.91633025007947
40.66476678877493,-73.92252118536001
40.66897831107809,-73.93293256081851
40.66948144864978,-73.94215978392963
40.66993815093054,-73.9504262489579
40.67076515344894,-73.9580997367769
40.67203223545925,-73.96422203748425
40.6752946951032,-73.9709563319228
40.68086213682956,-73.97499915116808
40.68442016526762,-73.97754993539385
40.68831058019022,-73.98040679874578
40.692403999991036,-73.99015100090539
40.70491399928076,-74.01400799803432
40.70755700086603,-74.01186199860112
40.710367998822136,-74.00950899856461
40.713064999433136,-74.0041310005885
40.71880300107709,-74.00019299927328
40.72230099999366,-73.99714100006673
40.72591466682659,-73.99465900006331
40.73005400028978,-73.99106999861966
40.734673000996125,-73.98995099881881
40.739864000474604,-73.98659900207888
40.743069999259035,-73.98426400110407
40.74608099909145,-73.98207600148947
40.75180742981634,-73.9767132992584
40.75710699989316,-73.97192000069982
40.762526000304575,-73.9679670004732
40.76814100049679,-73.96387000158042
40.77362000074615,-73.95987399886047
40.77949199820952,-73.95558899985132
40.78567199998607,-73.9510700015425
40.79060000008452,-73.94747800152219
40.795020000113105,-73.94424999687163
40.7986290002001,-73.9416169983714
40.804138000587244,-73.93759400055725
40.81322399958908,-73.92984899935611
40.81830344372315,-73.9273847542618
40.82823032742169,-73.92569199505733
40.83553699933672,-73.92139999784426
40.84007499993004,-73.91779099745928
40.84443400092679,-73.9146849986034
40.8484800012369,-73.91179399884471
40.85345300155693,-73.9076840015997
40.85840700040842,-73.90387900151532
40.86280299988937,-73.90103399921699
40.867760000885795,-73.89717400101743
40.87341199980121,-73.89006400069478
40.87974999947229,-73.88465499988732
40.886037000253324,-73.87875099990931
